Pressure  Torr, p₀  Torr, Relative Pressure; p/p₀ , Volume Adsorbed @STP cm³, Time  min, Eq. Band  %, Eq. Interval  sec, Eq.Timeout  min, Eq. Min. Time  min, Re-dose Tol.  %, Re-dose Max.  Torr, Re-dose dV max.  cm³/g
0.916759, 762.131, 0.00120289, 16.9824, 708.63, 2.00, 10, 10, 0, 25.000, 3.00, 0.000
2.90640, 762.517, 0.00381159, 19.0793, 766.07, 2.00, 10, 10, 0, 25.000, 3.00, 0.000
8.68602, 762.598, 0.011390, 21.1931, 774.77, 2.00, 10, 10, 0, 25.000, 3.00, 0.000
17.8881, 762.511, 0.0234595, 22.9642, 783.13, 2.00, 10, 10, 0, 25.000, 3.00, 0.000
25.0558, 762.412, 0.0328639, 23.9370, 788.73, 2.00, 10, 10, 0, 25.000, 3.00, 0.000
35.5777, 762.705, 0.0466468, 25.1368, 796.52, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
56.1183, 762.729, 0.0735757, 26.8637, 805.22, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
74.5274, 762.873, 0.0976931, 28.0532, 812.22, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
93.8020, 762.829, 0.122966, 29.0677, 818.70, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
113.050, 762.998, 0.148166, 29.8834, 824.23, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
132.818, 763.035, 0.174065, 30.5901, 829.48, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
152.193, 763.130, 0.199433, 31.1547, 834.00, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
171.705, 763.197, 0.224981, 31.6313, 838.12, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
191.336, 763.293, 0.250671, 32.0205, 842.02, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
210.563, 763.297, 0.275859, 32.3634, 846.62, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
226.676, 763.307, 0.296966, 32.5780, 849.23, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
267.150, 763.266, 0.350008, 32.9757, 851.98, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
305.908, 763.317, 0.400761, 33.2538, 854.68, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
341.063, 763.344, 0.446802, 33.4267, 856.33, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
382.244, 763.263, 0.500803, 33.6582, 859.08, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
417.822, 763.363, 0.547344, 33.7953, 860.73, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
455.866, 763.352, 0.597189, 33.9436, 862.43, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
494.097, 763.360, 0.647266, 34.0896, 864.00, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
532.018, 763.407, 0.696899, 34.2353, 865.58, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
570.104, 763.406, 0.746789, 34.3800, 867.15, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
611.064, 763.424, 0.800425, 34.5865, 870.10, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
645.949, 763.367, 0.846184, 34.7666, 871.72, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
687.231, 763.378, 0.900249, 35.0732, 874.53, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
724.190, 763.378, 0.948665, 35.4804, 877.42, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
757.499, 763.338, 0.992350, 36.5749, 881.65, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
726.356, 763.309, 0.951588, 35.9543, 884.32, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
687.949, 763.178, 0.901426, 35.4844, 887.12, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
648.348, 763.354, 0.849342, 35.1852, 890.03, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
613.411, 763.362, 0.803565, 35.0347, 891.60, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
534.650, 763.376, 0.700376, 34.7304, 894.45, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
458.421, 763.378, 0.600516, 34.4703, 897.23, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
381.631, 763.424, 0.499894, 34.2163, 899.97, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
306.049, 763.350, 0.400929, 33.6820, 902.73, 0.50, 6, 10, 0, 25.000, 3.00, 0.000
229.736, 763.420, 0.300930, 33.0099, 906.93, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
152.834, 763.416, 0.200198, 31.5985, 914.88, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
77.0786, 763.465, 0.100959, 28.6476, 925.95, 0.50, 10, 10, 0, 25.000, 3.00, 0.000
